coords,eco_thermal_closest_km,eco_thermal_less500m,eco_thermal_0.5-1km,eco_thermal_1-3km,eco_thermal_3-5km,eco_thermal_5-10km,eco_thermal_10-15km
"('55.719585', '37.660656')",1.7542610639519793,0,0,2,3,14,27
"('55.719683', '37.578343')",2.034834093031368,0,0,2,2,19,22
"('55.720078', '37.90309')",2.006381341569312,0,0,2,2,3,8
"('55.720184', '37.431442')",0.8464876951845646,0,1,3,3,12,18
"('55.720717', '37.424947')",0.7631092466597098,0,1,2,4,11,18
"('55.721077', '37.62157')",2.6324493307320544,0,0,1,4,15,27
"('55.721483', '37.62634')",2.4598729226397404,0,0,1,4,15,28
"('55.72177', '37.398384')",1.827349145991195,0,0,2,3,11,15
"('55.721873', '37.573977')",1.6909134958931846,0,0,2,0,21,20
"('55.722157', '37.584721')",2.053094697588625,0,0,2,2,19,21
"('55.72237', '37.611015')",2.914767391833209,0,0,1,3,18,22
"('55.722565', '37.612667')",2.9867832434070154,0,0,1,3,18,22
"('55.72275', '37.895511')",1.516944709763517,0,0,2,3,2,11
"('55.723014', '37.434711')",1.2225815272949092,0,0,3,3,13,18
"('55.723014', '37.62563')",2.6196901190347233,0,0,1,4,16,26
"('55.72303', '37.613747')",3.0666489242475303,0,0,0,4,17,23
"('55.7232502', '37.4704095')",1.0251940721568964,0,0,2,5,10,25
"('55.723643', '37.780051')",3.3141648336573524,0,0,0,3,7,22
"('55.723719', '37.452103')",1.0858652437983856,0,0,3,3,13,21
"('55.725433', '37.432655')",1.3983557814103342,0,0,3,3,12,20
"('55.725478', '37.743345')",1.2562977222307627,0,0,2,1,15,18
"('55.726198', '37.766118')",2.395241769441999,0,0,1,3,9,22
"('55.7263761', '37.6769525')",1.4808078303199348,0,0,2,2,15,25
"('55.72662', '37.753174')",1.6443057121605615,0,0,1,2,13,19
"('55.72729', '37.63783')",2.6662938380801156,0,0,1,3,18,26
"('55.7278', '37.634047')",2.8053182425111642,0,0,1,3,17,28
"('55.728515', '37.737587')",0.7689070537661247,0,1,2,1,17,16
"('55.728601', '37.527867')",2.1752644444123503,0,0,2,4,14,29
"('55.72923', '37.417724')",1.3739282367920347,0,0,3,4,11,20
"('55.729818', '37.762201')",2.035708205722506,0,0,1,3,10,21
"('55.730957', '37.67653')",1.686871786335091,0,0,1,3,17,26
"('55.730995', '37.58041')",1.2486078919723067,0,0,1,2,21,19
"('55.731024', '37.623097')",3.44231011188605,0,0,0,4,19,25
"('55.7315262', '37.5863649')",1.580071581571701,0,0,1,2,22,18
"('55.732037', '37.622547')",3.5566484256433486,0,0,0,4,19,24
"('55.732063', '37.419395')",1.105795849604667,0,0,3,4,11,20
"('55.732839', '37.461867')",0.171283264469593,1,0,2,5,8,32
"('55.733443', '37.671094')",2.1211704324327605,0,0,1,3,18,24
"('55.73348', '37.632584')",3.4264605369435683,0,0,0,4,19,25
"('55.733696', '37.620052')",3.637527207970766,0,0,0,3,19,23
"('55.733795', '37.614033')",3.2594087390219846,0,0,0,3,20,23
"('55.734202', '37.618866')",3.560319583839093,0,0,0,3,19,23
"('55.734324', '37.5267398')",2.008409386394149,0,0,4,1,17,27
"('55.734653', '37.744503')",0.8643225195342761,0,1,1,2,13,20
"('55.734805', '37.668156')",2.3577856446549577,0,0,1,3,17,25
"('55.734897', '37.638818')",3.4626050114705493,0,0,0,3,19,24
"('55.734973', '37.571013')",0.5547114863287921,0,1,0,5,17,24
"('55.735084', '37.698834')",1.280689900628853,0,0,3,1,18,22
"('55.73554', '37.626556')",3.784066220031125,0,0,0,4,17,25
"('55.736047', '37.672765')",2.201895195050128,0,0,1,3,17,25
"('55.736265', '37.456585')",0.66789037329318,0,1,2,5,8,30
"('55.73635', '37.588505')",1.652364638893747,0,0,1,2,21,21
"('55.736477', '37.422367')",0.8093581168874553,0,1,2,4,10,24
"('55.736878', '37.56936')",0.4714139677805287,1,0,1,4,18,27
"('55.737431', '37.632969')",3.833980506639746,0,0,0,3,19,24
"('55.738049', '37.625873')",4.006928595882375,0,0,0,4,17,25
"('55.73829', '37.710342')",1.3594340347917087,0,0,3,0,17,23
"('55.738308', '37.64216')",3.7940232625488997,0,0,0,2,20,23
"('55.738363', '37.438817')",1.6763687547154054,0,0,3,4,8,26
"('55.738561', '37.493452')",0.4773991146101693,1,0,3,3,9,33
"('55.738591', '37.490326')",0.549646699295345,0,1,2,6,6,35
"('55.738617', '37.538161')",1.5508506543018492,0,0,4,1,19,27
"('55.7388', '37.570976')",0.657930702590414,0,1,0,5,18,27
"('55.73888', '37.602005')",2.5253861676028504,0,0,1,2,19,22
"('55.738885', '37.58323')",1.3700846925220211,0,0,1,3,20,21
"('55.739245', '37.76203')",2.0413515264080466,0,0,2,2,11,21
"('55.73959', '37.476636')",1.2615613625094817,0,0,3,3,9,32
"('55.73973', '37.601303')",2.4976860951356854,0,0,1,1,20,21
"('55.74031', '37.593796')",2.052081137883638,0,0,1,2,19,21
"('55.740451', '37.635476')",4.113359643682018,0,0,0,3,18,26
"('55.740522', '37.661958')",3.043261097923242,0,0,0,4,17,24
"('55.740537', '37.604807')",2.7310775667514253,0,0,1,2,19,22
"('55.740807', '37.588493')",1.7502167157118982,0,0,1,2,19,22
"('55.741075', '37.687605')",2.095656599421221,0,0,2,2,16,24
"('55.741115', '37.573151')",0.9246577905418908,0,1,0,5,18,28
"('55.741191', '37.58888')",1.787726437490235,0,0,1,2,19,22
"('55.741632', '37.546156')",1.216851235520217,0,0,3,1,20,25
"('55.741733', '37.619028')",3.6330652575185614,0,0,0,2,20,21
"('55.74185', '37.599148')",2.4224158263628834,0,0,1,2,19,22
"('55.742124', '37.433687')",1.3271798173264295,0,0,2,3,9,24
"('55.742189', '37.574992')",1.0906870443881502,0,0,1,3,20,24
"('55.742256', '37.87776')",2.266150531719854,0,0,2,2,5,9
"('55.74255', '37.799274')",2.217370712647054,0,0,1,2,8,20
"('55.742585', '37.577499')",1.238496508109762,0,0,1,3,20,24
"('55.742625', '37.548195')",1.1834360199176641,0,0,3,1,20,28
"('55.74296', '37.600963')",2.568744084644476,0,0,1,2,19,22
"('55.743188', '37.684874')",2.378895372583053,0,0,1,3,16,24
"('55.74333', '37.60144')",2.61051644730284,0,0,1,2,19,22
"('55.744022', '37.644325')",4.171655868131176,0,0,0,3,19,24
"('55.744191', '37.594863')",2.2641732265344374,0,0,1,2,19,21
"('55.7445153', '37.5898298')",2.0004135698869088,0,0,1,2,19,23
"('55.744617', '37.562172')",1.0106158424450304,0,0,2,2,21,24
"('55.745063', '37.557127')",1.1078336798640143,0,0,2,2,20,26
"('55.74602', '37.60752')",3.074073936285239,0,0,0,2,20,21
"('55.746421', '37.634344')",4.385898614297991,0,0,0,4,18,25
"('55.746785', '37.552184')",1.4022831344325262,0,0,3,1,22,24
"('55.74692', '37.57678')",1.561839785644649,0,0,1,2,21,24
"('55.746922', '37.593111')",2.3163607493734673,0,0,1,1,20,23
"('55.747585', '37.629807')",4.298898399827339,0,0,0,3,19,22
"('55.74772', '37.588432')",2.131958697041024,0,0,1,2,19,25
"('55.747844', '37.418703')",0.8298001124600795,0,1,1,3,10,18
"('55.748306', '37.56645')",1.4457167739234147,0,0,2,2,20,25
"('55.749172', '37.560538')",1.5215077068711633,0,0,2,2,19,26
"('55.74931', '37.798027')",2.3031109330986195,0,0,1,2,8,20
"('55.749582', '37.599561')",2.8175550159104112,0,0,1,2,19,24
"('55.749785', '37.590326')",2.3721397719727895,0,0,1,2,19,25
"('55.749866', '37.595116')",2.6091386948083244,0,0,1,2,19,25
"('55.750028', '37.590452')",2.396155160456945,0,0,1,2,19,25
"('55.750054', '37.522809')",0.8576379803469496,0,1,3,3,14,33
"('55.750246', '37.584802')",2.16536911179106,0,0,1,2,19,25
"('55.750494', '37.592761')",2.5390039656862737,0,0,1,2,19,25
"('55.750663', '37.5907465')",2.4577385604316313,0,0,1,2,19,25
"('55.750859', '37.415308')",1.085424230272644,0,0,2,2,10,18
"('55.75136', '37.521946')",0.7311150944934006,0,1,2,4,13,35
"('55.751381', '37.681946')",3.1451535440716936,0,0,0,4,15,23
"('55.7516028', '37.6554001')",3.8734335920553584,0,0,0,3,16,25
"('55.751644', '37.51626')",0.4369007124021876,1,0,3,3,13,32
"('55.751867', '37.416871')",1.214174727635648,0,0,2,2,11,17
"('55.752551', '37.835126')",0.7658505948087437,0,1,0,3,8,11
"('55.753044', '37.661007')",3.8115607605385065,0,0,0,4,16,24
"('55.753985', '37.592635')",2.803793843867065,0,0,1,2,18,26
"('55.754157', '37.645977')",3.5062396197854553,0,0,0,2,20,22
"('55.754481', '37.607933')",3.561195778202771,0,0,0,2,19,24
"('55.754618', '37.524058')",0.6565818336677548,0,2,1,5,12,35
"('55.754707', '37.680016')",3.2738640959535865,0,0,0,4,15,23
"('55.755267', '37.651187')",3.42222067545373,0,0,0,2,19,21
"('55.755424', '37.639015')",3.362093626938037,0,0,0,1,21,21
"('55.755621', '37.71875')",0.9046315282937737,0,1,1,2,11,26
"('55.756462', '37.569953')",2.3792269486074007,0,0,2,1,14,31
"('55.757206', '37.834354')",1.2816761288907061,0,0,1,1,10,10
"('55.7572367', '37.591218')",3.024430732526485,0,0,0,4,14,30
"('55.7572408', '37.6507576')",3.2010634495213544,0,0,0,2,17,23
"('55.7578', '37.6031')",3.5674578299555018,0,0,0,3,18,27
"('55.757896', '37.656119')",3.204979098731283,0,0,0,3,16,24
"('55.757908', '37.60697')",3.7540408536562255,0,0,0,3,19,25
"('55.757921', '37.653235')",3.15727982038305,0,0,0,3,16,24
"('55.758357', '37.559415')",1.9598893121784362,0,0,2,3,17,26
"('55.758686', '37.591431')",3.162521844273944,0,0,0,3,15,29
"('55.758934', '37.607691')",3.6677458448983615,0,0,0,3,18,26
"('55.759051', '37.595905')",3.3647684324955476,0,0,0,3,16,27
"('55.759152', '37.58084')",2.876710406271658,0,0,1,3,14,29
"('55.75961', '37.52148')",0.43241140367044867,1,1,2,4,12,35
"('55.759628', '37.702373')",2.0254302604807206,0,0,1,3,14,23
"('55.7598634', '37.6331784')",2.916271259789406,0,0,1,0,20,20
"('55.759983', '37.636581')",2.869800678712191,0,0,1,0,20,20
"('55.760195', '37.654906')",2.9379428179774907,0,0,1,2,17,23
"('55.760727', '37.603819')",3.662732306347706,0,0,0,3,17,27
"('55.76077', '37.592194')",3.3806862986754176,0,0,0,3,16,27
"('55.7621', '37.590201')",3.4391270928937003,0,0,0,4,15,28
"('55.762333', '37.616054')",3.0595681646621706,0,0,0,2,17,25
"('55.763042', '37.636715')",2.530883035507434,0,0,1,0,20,21
"('55.763169', '37.600495')",3.6097217710359986,0,0,0,3,18,26
"('55.763184', '37.413233')",0.9570909229943754,0,1,1,2,14,14
"('55.763548', '37.645681')",2.4625277309090285,0,0,1,0,19,23
"('55.763812', '37.732081')",1.2672527712422763,0,0,1,3,10,25
"('55.763847', '37.644782')",2.4247746468434928,0,0,1,0,20,22
"('55.76391', '37.552803')",1.5966160740838418,0,0,2,3,13,30
"('55.7640156', '37.5381361')",0.7606568081744052,0,1,2,3,15,30
"('55.764156', '37.579133')",3.222391940244085,0,0,0,4,14,29
"('55.7642421', '37.5957485')",3.7538407695289693,0,0,0,3,18,25
"('55.764526', '37.648196')",2.374499748810335,0,0,1,0,19,20
"('55.764564', '37.511544')",1.096070909182701,0,0,3,3,14,32
"('55.764592', '37.405372')",0.5853250417711382,0,1,1,1,14,13
"('55.765174', '37.592105')",3.7951003097914717,0,0,0,3,17,26
"('55.765377', '37.581165')",3.3701040154219513,0,0,0,4,15,29
"('55.765625', '37.612495')",2.8944173199634444,0,0,1,1,19,24
"('55.765757', '37.616162')",2.7406653931010823,0,0,1,1,19,24
"('55.76603', '37.613557')",2.817161417151775,0,0,1,1,19,24
"('55.766121', '37.582529')",3.4696833275343555,0,0,0,4,16,28
"('55.76703', '37.67458')",2.902204426947909,0,0,1,1,15,22
"('55.767038', '37.564302')",2.3899968642418807,0,0,1,3,13,31
"('55.767165', '37.658356')",2.2899701695374013,0,0,1,1,18,19
"('55.767392', '37.593021')",3.6840649613130307,0,0,0,3,18,25
"('55.767428', '37.498536')",1.6461262477057401,0,0,3,2,16,29
"('55.767833', '37.585116')",3.669553899153321,0,0,0,4,16,28
"('55.76796', '37.557376')",2.0270990380824494,0,0,1,3,13,31
"('55.768167', '37.59595')",3.483178641876154,0,0,0,3,18,25
"('55.768284', '37.596363')",3.454394363891079,0,0,0,4,17,26
"('55.768385', '37.606685')",2.931433088490258,0,0,1,2,19,25
"('55.768653', '37.597549')",3.3697000826547265,0,0,0,4,17,26
"('55.768696', '37.68357')",3.211051326061806,0,0,0,4,13,24
"('55.768745', '37.63827')",1.8886265942004548,0,0,1,2,18,22
"('55.7689221', '37.5714596')",2.883630785171418,0,0,1,4,12,32
"('55.768936', '37.398438')",0.3194495647105368,1,0,1,1,14,13
"('55.768972', '37.580104')",3.3998129069941876,0,0,0,4,14,30
"('55.769325', '37.602802')",3.0569856895656793,0,0,0,4,17,26
"('55.769666', '37.570069')",2.8322449944202406,0,0,1,4,12,32
"('55.769722', '37.603497')",2.995679728409294,0,0,1,3,18,26
"('55.769924', '37.62602')",2.0124987803096106,0,0,1,2,18,23
"('55.769972', '37.409031')",0.35870542049016535,1,0,1,1,15,14
"('55.770335', '37.57165')",2.952488466653373,0,0,1,4,12,32
"('55.770801', '37.635754')",1.6917109930178322,0,0,1,2,18,22
"('55.770978', '37.587281')",3.8028453775213036,0,0,0,4,15,29
"('55.772416', '37.4743')",2.18416434069707,0,0,1,5,12,25
"('55.772793', '37.59411')",3.329008413805901,0,0,0,5,15,29
"('55.772892', '37.584919')",3.830886054276745,0,0,0,5,13,30
"('55.773008', '37.596085')",3.206884862505787,0,0,0,5,15,28
"('55.773398', '37.494521')",1.1931033516543463,0,0,3,1,16,24
"('55.773403', '37.58915')",3.5866040749318446,0,0,0,5,15,29
"('55.77382', '37.679684')",2.6983805444691358,0,0,1,3,15,21
"('55.774284', '37.594423')",3.243347257667043,0,0,0,5,15,29
"('55.774548', '37.641566')",1.2278020108910928,0,0,1,2,20,18
"('55.774694', '37.685907')",3.0052235372488143,0,0,0,4,14,22
"('55.774781', '37.704987')",3.011315086004638,0,0,0,5,10,25
"('55.775054', '37.588054')",3.586142790727441,0,0,0,5,14,29
"('55.77516', '37.693794')",3.4460675799934877,0,0,0,5,13,22
"('55.775236', '37.618372')",1.8804519425530801,0,0,1,3,19,25
"('55.775894', '37.466593')",2.462658515507902,0,0,1,5,12,22
"('55.776137', '37.672783')",2.1945918104802162,0,0,1,3,16,20
"('55.7762585', '37.6721054')",2.1508015964816902,0,0,1,3,16,20
"('55.776673', '37.646663')",1.0317863629137913,0,0,1,3,19,15
"('55.77672', '37.554843')",2.496803154948062,0,0,1,3,13,31
"('55.776998', '37.496165')",0.801149486005901,0,1,2,2,18,22
"('55.77746', '37.49037')",1.0322805615563122,0,0,2,2,17,23
"('55.778051', '37.704529')",3.3332643198253673,0,0,0,4,13,22
"('55.778107', '37.72573')",2.8857784824264745,0,0,1,3,11,22
"('55.778137', '37.615505')",1.8612539862878725,0,0,1,4,18,26
"('55.778558', '37.600747')",2.7080392384985488,0,0,1,5,17,26
"('55.77903', '37.685513')",2.8211430994337823,0,0,1,4,14,22
"('55.779034', '37.615894')",1.7966786245318458,0,0,1,4,18,26
"('55.779079', '37.456388')",3.010305961151669,0,0,0,4,16,18
"('55.780334', '37.61105')",2.0319939994381193,0,0,1,4,18,24
"('55.780407', '37.57391')",3.6530664757277425,0,0,0,6,10,32
"('55.780426', '37.607466')",2.245689917816194,0,0,1,4,18,24
"('55.780796', '37.58057')",3.895325689795823,0,0,0,5,13,29
"('55.781437', '37.56996')",3.5386610988252083,0,0,0,6,10,32
"('55.781636', '37.663288')",1.4012732849184908,0,0,1,4,17,19
"('55.781823', '37.640533')",0.428456853120068,1,0,1,4,18,17
"('55.78237', '37.486088')",1.1200943166021808,0,0,1,2,17,20
"('55.782572', '37.531936')",1.7572334301800632,0,0,2,1,18,25
"('55.782618', '37.708194')",2.9434531501052805,0,0,1,4,13,21
"('55.782709', '37.562604')",3.3194696798674315,0,0,0,6,8,35
"('55.78312', '37.606148')",2.270460929838687,0,0,1,4,18,24
"('55.783352', '37.533526')",1.8582835005584823,0,0,2,1,18,25
"('55.78398', '37.659084')",1.0818110481912766,0,0,1,4,17,17
"('55.784238', '37.636617')",0.3731943751589853,1,0,1,4,18,19
"('55.784334', '37.534227')",1.9094466148869762,0,0,2,1,19,24
"('55.78485', '37.661796')",1.2399344925734381,0,0,1,4,17,17
"('55.785037', '37.576483')",3.6679125261918095,0,0,0,5,13,29
"('55.785205', '37.634533')",0.4748690975774289,1,0,1,4,18,19
"('55.785387', '37.460753')",2.7252822288924046,0,0,1,2,16,17
"('55.785903', '37.655625')",0.850954480191431,0,1,1,4,17,16
"('55.786252', '37.590138')",3.2592005472900762,0,0,0,6,15,27
"('55.786455', '37.678837')",2.3084973600063328,0,0,1,5,14,21
"('55.7872385', '37.4958072')",0.71688076831954,0,1,0,3,18,19
"('55.787518', '37.474031')",1.950706673614463,0,0,1,3,16,19
"('55.787685', '37.589096')",3.18139045843506,0,0,0,6,14,28
"('55.787872', '37.489266')",1.084757284062259,0,0,1,2,19,16
"('55.788965', '37.591108')",2.993395091283728,0,0,1,4,16,26
"('55.789288', '37.65699')",1.0231355274490601,0,0,2,4,17,16
"('55.7892988', '37.6313763')",0.7890309153204748,0,1,2,3,18,21
"('55.78992', '37.509487')",0.875181665783943,0,1,0,3,17,21
"('55.7908', '37.79006')",3.4265220754954377,0,0,0,3,8,14
"('55.791056', '37.575441')",3.061933180277821,0,0,0,6,12,30
"('55.79144', '37.785576')",3.2905917256073702,0,0,0,3,8,14
"('55.791511', '37.682556')",2.6242307233792372,0,0,1,5,13,19
"('55.79269', '37.57051')",3.035580669614877,0,0,0,6,12,31
"('55.792766', '37.487856')",1.5067811887730438,0,0,1,2,19,16
"('55.79294', '37.57923')",2.7796207038715983,0,0,1,5,12,30
"('55.793121', '37.816944')",4.013572487100048,0,0,0,1,7,14
"('55.793531', '37.524219')",1.7525821109339899,0,0,1,2,18,21
"('55.793762', '37.56873')",2.991081430661964,0,0,1,5,13,30
"('55.79434', '37.815697')",3.8598391329584265,0,0,0,1,7,14
"('55.794841', '37.699355')",1.9849133614486092,0,0,2,2,14,18
"('55.795256', '37.686204')",2.581810559242726,0,0,3,3,13,19
"('55.795798', '37.403414')",2.903250848851031,0,0,1,1,15,10
"('55.796165', '37.52236')",1.892307656977707,0,0,1,2,19,20
"('55.7963168', '37.7275446')",1.3898486409182835,0,0,2,2,14,15
"('55.796345', '37.506557')",1.5270120171469812,0,0,1,2,19,19
"('55.79636', '37.453773')",3.494229109011061,0,0,0,3,15,17
"('55.796993', '37.50991')",1.6338875760861697,0,0,1,2,19,19
"('55.797149', '37.715381')",1.2640795504634548,0,0,2,3,14,15
"('55.797628', '37.761164')",2.681742791887255,0,0,3,0,15,8
"('55.798166', '37.534757')",2.588587105602233,0,0,1,2,18,21
"('55.7984', '37.5495')",3.350105463255206,0,0,0,4,18,22
"('55.799774', '37.710874')",1.1076999671617058,0,0,2,3,14,15
"('55.800372', '37.408543')",3.4281259653956075,0,0,0,4,13,13
"('55.801313', '37.634326')",1.607856891873627,0,0,4,2,18,19
"('55.8015387', '37.6085236')",1.239636475974902,0,0,5,0,17,21
"('55.802097', '37.572918')",2.08655003152368,0,0,2,3,15,25
"('55.802103', '37.533427')",2.843499055257506,0,0,1,2,18,21
"('55.802103', '37.552606')",3.0677821451084673,0,0,0,4,17,23
"('55.8029327', '37.5966067')",1.5043263235235373,0,0,3,2,15,23
"('55.803024', '37.557655')",2.7449611991143184,0,0,1,3,18,22
"('55.803043', '37.413197')",3.285866018401469,0,0,0,4,13,14
"('55.803423', '37.5069')",2.3136577140195262,0,0,1,0,22,13
"('55.803909', '37.551367')",3.037322864707525,0,0,0,3,18,22
"('55.804116', '37.601888')",1.2490577395008624,0,0,3,2,15,22
"('55.804264', '37.395157')",3.252153752299915,0,0,0,6,10,15
"('55.80487', '37.79271')",2.0515008116368767,0,0,1,2,7,15
"('55.805133', '37.516952')",2.626754144384716,0,0,1,0,23,14
"('55.805913', '37.723304')",0.30637309075655667,1,0,2,2,15,12
"('55.806246', '37.536607')",3.3268146570403445,0,0,0,2,22,17
"('55.8063188', '37.5405194')",3.48946990890877,0,0,0,3,20,20
"('55.806418', '37.633976')",1.2421669365069354,0,0,5,1,17,17
"('55.80652', '37.777338')",1.5517337064575651,0,0,1,2,11,11
"('55.807658', '37.635045')",1.1386890353564956,0,0,5,1,17,17
"('55.807881', '37.391781')",2.935471999673858,0,0,1,5,9,15
"('55.808306', '37.5008')",2.856564240085446,0,0,1,0,22,13
"('55.808594', '37.639312')",0.854296436744029,0,1,4,2,16,18
"('55.80912', '37.400387')",2.6501558378012167,0,0,1,5,10,15
"('55.809635', '37.481926')",3.3002081714188973,0,0,0,2,19,14
"('55.810081', '37.632745')",1.0321235772590898,0,0,5,1,17,17
"('55.811634', '37.576555')",1.240176790385832,0,0,2,3,14,25
"('55.811653', '37.797737')",1.7211177103062263,0,0,1,2,6,15
"('55.81209', '37.597869')",0.5245992371000888,0,1,2,5,12,24
"('55.812568', '37.73253')",0.3972833848885364,1,1,2,1,15,10
"('55.812666', '37.716737')",0.554672268374881,0,2,0,4,12,14
"('55.812924', '37.725891')",0.21347033270586085,1,1,1,3,12,14
"('55.81393', '37.46275')",3.8267312590200735,0,0,0,4,16,16
"('55.815438', '37.586122')",0.5323344822421867,0,1,2,4,14,21
"('55.815807', '37.587425')",0.44475790199393356,1,0,3,3,15,20
"('55.816033', '37.692851')",1.9398014381775543,0,0,3,4,11,15
"('55.8164', '37.834965')",3.778973045848448,0,0,0,1,4,15
"('55.816642', '37.498617')",3.7925927496554945,0,0,0,1,22,12
"('55.817279', '37.663324')",0.9362315615300818,0,1,3,8,6,21
"('55.817523', '37.747008')",1.2713485439031849,0,0,3,0,15,8
"('55.8190093', '37.5167998')",4.121302446930729,0,0,0,2,21,13
"('55.819939', '37.581514')",0.9017595146014691,0,1,1,4,14,23
"('55.82177', '37.512794')",4.38425279891363,0,0,0,1,19,15
"('55.823758', '37.515425')",4.626711334749944,0,0,0,1,21,13
"('55.82377', '37.560818')",2.262293680875188,0,0,1,3,17,21
"('55.82767', '37.48756')",4.184199646321223,0,0,0,5,13,18
"('55.827681', '37.521255')",4.756586867210616,0,0,0,2,20,13
"('55.828724', '37.406315')",0.44247728486211046,1,0,4,3,10,13
