coords,edu_school_closest_km,edu_school_less500m,edu_school_0.5-1km,edu_school_1-3km,edu_school_3-5km,edu_school_5-10km,edu_school_10-15km
"('55.749582', '37.599561')",0.16713098472998147,3,5,23,39,146,205
"('55.749785', '37.590326')",0.055776692269748386,3,3,24,34,156,191
"('55.749866', '37.595116')",0.14676771190532725,4,4,24,36,152,196
"('55.750028', '37.590452')",0.06177514412658144,3,3,24,35,155,192
"('55.750054', '37.522809')",0.05847542675718505,1,2,13,33,144,164
"('55.750246', '37.584802')",0.2141969023660299,2,4,23,35,150,194
"('55.750494', '37.592761')",0.21423847832590742,4,3,25,33,157,190
"('55.750663', '37.5907465')",0.1059612834372124,3,4,23,36,154,194
"('55.750859', '37.415308')",0.12237453182286338,2,0,11,19,78,148
"('55.75136', '37.521946')",0.08833916103153897,1,1,15,33,143,168
"('55.751381', '37.681946')",0.14980491235570784,2,3,23,28,138,175
"('55.7516028', '37.6554001')",0.2131315513759995,4,0,30,30,141,190
"('55.751644', '37.51626')",0.37683097653366127,2,0,16,31,144,161
"('55.751867', '37.416871')",0.057734714708268124,1,2,8,24,73,152
"('55.752551', '37.835126')",0.33343910472184585,2,2,18,14,82,84
"('55.753044', '37.661007')",0.12448490372371272,4,1,27,34,134,192
"('55.753985', '37.592635')",0.12892312492100189,4,5,21,37,146,204
"('55.754157', '37.645977')",0.04853055289378469,1,3,28,33,137,198
"('55.754481', '37.607933')",0.34138835083938496,1,6,23,37,143,207
"('55.754618', '37.524058')",0.2203062109151017,1,3,13,39,138,173
"('55.754707', '37.680016')",0.2889470366583847,2,2,24,31,135,178
"('55.755267', '37.651187')",0.052985567806430336,1,3,28,32,135,198
"('55.755424', '37.639015')",0.4135933383570509,1,1,32,30,141,196
"('55.755621', '37.71875')",0.3421950175546576,2,1,14,33,117,174
"('55.756462', '37.569953')",0.09029426883573775,1,5,22,33,152,181
"('55.757206', '37.834354')",0.17343971526924398,3,2,16,17,80,87
"('55.7572367', '37.591218')",0.05257341983409673,4,3,25,33,148,200
"('55.7572408', '37.6507576')",0.15081972292930218,1,5,24,37,128,202
"('55.7578', '37.6031')",0.03923880983125944,3,5,24,35,142,212
"('55.757896', '37.656119')",0.266305274635771,1,6,25,39,127,199
"('55.757908', '37.60697')",0.2590890346396849,2,6,24,36,140,212
"('55.757921', '37.653235')",0.13152068815846354,1,5,24,39,127,203
"('55.758357', '37.559415')",0.2298206424919231,2,2,24,31,151,179
"('55.758686', '37.591431')",0.20544485772011006,3,5,24,33,147,203
"('55.758934', '37.607691')",0.24610035219266416,3,5,26,36,139,214
"('55.759051', '37.595905')",0.04597672246265893,3,3,26,30,146,206
"('55.759152', '37.58084')",0.4088874667095294,2,4,22,35,145,198
"('55.75961', '37.52148')",0.10542378329747469,2,2,15,37,140,168
"('55.759628', '37.702373')",0.18718805366808047,1,3,22,27,129,169
"('55.7598634', '37.6331784')",0.12501645343659346,2,2,30,35,139,204
"('55.759983', '37.636581')",0.04771639380525225,2,2,31,34,138,204
"('55.760195', '37.654906')",0.037184704179800056,1,4,24,40,125,203
"('55.760727', '37.603819')",0.027935152156232185,3,6,25,34,141,214
"('55.76077', '37.592194')",0.18786072985563484,2,6,25,33,145,207
"('55.7621', '37.590201')",0.13712102122636163,2,7,25,33,142,208
"('55.762333', '37.616054')",0.26516610209646,2,4,27,41,130,224
"('55.763042', '37.636715')",0.19657654004926273,2,3,28,38,133,209
"('55.763169', '37.600495')",0.03994857949704344,4,7,22,35,140,214
"('55.763184', '37.413233')",0.04669187165442828,2,1,8,22,78,152
"('55.763548', '37.645681')",0.04730336336403205,2,5,28,36,134,202
"('55.763812', '37.732081')",0.0679474551318719,1,0,15,34,110,158
"('55.763847', '37.644782')",0.039872719898818534,2,5,29,35,134,202
"('55.76391', '37.552803')",0.1572504858405035,3,0,23,32,149,180
"('55.7640156', '37.5381361')",0.0568662811302872,1,1,16,44,139,184
"('55.764156', '37.579133')",0.3380258672444079,3,2,26,28,154,191
"('55.7642421', '37.5957485')",0.21941509133071432,3,7,23,33,144,209
"('55.764526', '37.648196')",0.05049769639508246,2,4,29,37,136,200
"('55.764564', '37.511544')",0.0841833279874988,1,1,17,32,136,168
"('55.764592', '37.405372')",0.38737156394491856,1,2,6,24,74,148
"('55.765174', '37.592105')",0.3621548634286794,3,6,26,31,145,204
"('55.765377', '37.581165')",0.20893501658258903,3,1,25,30,150,196
"('55.765625', '37.612495')",0.09052702770327838,1,6,25,40,131,222
"('55.765757', '37.616162')",0.11106036395073947,1,5,26,35,134,220
"('55.76603', '37.613557')",0.053860291839175824,1,6,25,38,130,223
"('55.766121', '37.582529')",0.09905168287345886,3,1,27,28,152,194
"('55.76703', '37.67458')",0.05237695942554623,3,2,24,36,126,191
"('55.767038', '37.564302')",0.30741521430266305,2,1,25,33,149,185
"('55.767165', '37.658356')",0.1149848786442997,4,2,26,39,126,198
"('55.767392', '37.593021')",0.28700115159361345,4,6,26,31,144,206
"('55.767428', '37.498536')",0.43396200786369554,2,1,15,27,129,173
"('55.767833', '37.585116')",0.11076215354546921,3,4,25,31,147,201
"('55.76796', '37.557376')",0.09004339518013343,2,4,21,38,144,189
"('55.768167', '37.59595')",0.2777746744647374,4,6,25,33,138,211
"('55.768284', '37.596363')",0.24878759847909573,4,6,25,33,138,212
"('55.768385', '37.606685')",0.13023648596874093,4,2,29,33,133,218
"('55.768653', '37.597549')",0.16419438522382926,3,7,24,33,136,213
"('55.768696', '37.68357')",0.25614229910325903,4,3,25,30,130,180
"('55.768745', '37.63827')",0.05376675382263214,2,4,25,41,132,208
"('55.7689221', '37.5714596')",0.14303399153763216,1,3,24,35,150,188
"('55.768936', '37.398438')",0.09959294474851645,1,2,4,22,77,137
"('55.768972', '37.580104')",0.22761836502331276,3,1,28,34,146,195
"('55.769325', '37.602802')",0.011307382709196631,4,5,26,34,132,217
"('55.769666', '37.570069')",0.22728724299454334,1,4,24,37,148,191
"('55.769722', '37.603497')",0.03888656475330544,4,4,26,33,132,217
"('55.769924', '37.62602')",0.24508437308499642,2,2,28,33,136,207
"('55.769972', '37.409031')",0.2642284033515065,1,2,6,22,80,143
"('55.770335', '37.57165')",0.14437694308581145,1,4,24,36,148,190
"('55.770801', '37.635754')",0.16326591554941988,2,3,26,40,131,208
"('55.770978', '37.587281')",0.016620636864233096,4,1,29,30,143,203
"('55.772416', '37.4743')",0.1580463400690671,3,3,8,31,114,168
"('55.772793', '37.59411')",0.25223267231750335,3,4,27,30,141,206
"('55.772892', '37.584919')",0.03573272120680846,4,2,28,33,143,198
"('55.773008', '37.596085')",0.2648632220974776,2,5,27,31,139,207
"('55.773398', '37.494521')",0.287125998411912,1,2,16,27,131,171
"('55.773403', '37.58915')",0.12185686782411763,4,3,27,35,138,207
"('55.77382', '37.679684')",0.08807526862947046,3,3,27,30,132,177
"('55.774284', '37.594423')",0.20801911114933141,1,5,25,34,137,206
"('55.774548', '37.641566')",0.09822545070069745,2,3,24,41,124,208
"('55.774694', '37.685907')",0.20890604699621126,4,2,26,25,135,171
"('55.774781', '37.704987')",0.16250473026293658,2,2,22,25,128,159
"('55.775054', '37.588054')",0.13970693514475904,4,2,25,37,138,202
"('55.77516', '37.693794')",0.04055486998779479,2,3,23,26,132,163
"('55.775236', '37.618372')",0.2827673365222052,3,0,27,42,125,213
"('55.775894', '37.466593')",0.04529074572522848,3,1,11,32,108,165
"('55.776137', '37.672783')",0.17137215254104793,2,3,22,37,122,191
"('55.7762585', '37.6721054')",0.17977837534354987,1,4,21,38,123,193
"('55.776673', '37.646663')",0.037544606305205085,2,2,21,45,120,213
"('55.77672', '37.554843')",0.08931539438542904,3,1,25,36,156,175
"('55.776998', '37.496165')",0.25742897834227674,1,2,18,27,131,169
"('55.77746', '37.49037')",0.3018601823673726,1,2,19,25,131,169
"('55.778051', '37.704529')",0.09859475727047635,1,4,19,29,125,156
"('55.778107', '37.72573')",0.13244314682161035,2,0,16,29,116,142
"('55.778137', '37.615505')",0.1441769030685989,1,4,26,42,127,208
"('55.778558', '37.600747')",0.21061414050632934,2,3,25,39,128,210
"('55.77903', '37.685513')",0.032945585482913334,2,6,21,28,131,169
"('55.779034', '37.615894')",0.043515148800068945,1,3,27,40,129,205
"('55.779079', '37.456388')",0.1343847750887013,2,1,10,34,106,162
"('55.780334', '37.61105')",0.1474897509911283,1,3,25,42,127,207
"('55.780407', '37.57391')",0.3013388905333535,2,4,22,42,141,193
"('55.780426', '37.607466')",0.2139399800531088,1,3,26,39,129,205
"('55.780796', '37.58057')",0.25784173392878684,3,4,23,42,134,196
"('55.781437', '37.56996')",0.02998502807925661,2,2,23,41,145,184
"('55.781636', '37.663288')",0.04248576009553838,2,3,22,38,126,186
"('55.781823', '37.640533')",0.08676850962137865,2,1,22,42,125,205
"('55.78237', '37.486088')",0.21783670480269762,1,3,19,26,131,159
"('55.782572', '37.531936')",0.11439388187617053,2,0,28,31,155,154
"('55.782618', '37.708194')",0.15635808866711545,2,4,19,24,129,148
"('55.782709', '37.562604')",0.10294970893835723,2,3,23,39,144,183
"('55.78312', '37.606148')",0.03966113955906965,2,2,24,40,129,206
"('55.783352', '37.533526')",0.1116456630315827,2,0,29,30,154,156
"('55.78398', '37.659084')",0.10301155991937896,1,3,23,41,127,187
"('55.784238', '37.636617')",0.10768938480109998,2,0,23,44,127,204
"('55.784334', '37.534227')",0.07591089856825374,2,0,29,31,155,153
"('55.78485', '37.661796')",0.13919065638819328,1,4,22,40,126,183
"('55.785037', '37.576483')",0.13923602993177994,3,3,23,40,137,188
"('55.785205', '37.634533')",0.1194855060663323,2,0,22,44,124,204
"('55.785387', '37.460753')",0.16285865609956257,2,3,8,39,101,164
"('55.785903', '37.655625')",0.40092236086666494,1,2,23,41,132,177
"('55.786252', '37.590138')",0.12352908394803486,2,5,21,42,130,198
"('55.786455', '37.678837')",0.13292777753687796,3,3,24,26,135,159
"('55.7872385', '37.4958072')",0.2346952136434293,1,3,22,25,134,159
"('55.787518', '37.474031')",0.13119835566776142,2,2,17,32,114,165
"('55.787685', '37.589096')",0.07616075164010755,3,4,20,44,129,196
"('55.787872', '37.489266')",0.21206442843054776,1,2,20,26,131,157
"('55.788965', '37.591108')",0.15513899637942646,3,3,25,39,135,188
"('55.789288', '37.65699')",0.3901747950107982,1,1,24,36,137,170
"('55.7892988', '37.6313763')",0.06277473881260036,2,1,22,43,129,198
"('55.78992', '37.509487')",0.3306758518013776,2,6,20,29,138,156
"('55.7908', '37.79006')",0.14687507059833552,3,1,13,24,75,124
"('55.791056', '37.575441')",0.16704574545776935,3,2,24,41,137,184
"('55.79144', '37.785576')",0.26257667517737726,2,1,15,22,79,122
"('55.791511', '37.682556')",0.03859834642789465,2,2,24,24,138,145
"('55.79269', '37.57051')",0.06635624316288856,2,4,23,42,143,175
"('55.792766', '37.487856')",0.07623662516273587,1,2,26,21,136,149
"('55.79294', '37.57923')",0.2348561825025286,3,3,23,41,139,178
"('55.793121', '37.816944')",0.13726057062627348,1,3,16,15,64,118
"('55.793531', '37.524219')",0.35815106279398823,3,4,22,35,145,151
"('55.793762', '37.56873')",0.06686230830276325,2,4,23,43,143,175
"('55.79434', '37.815697')",0.028976459392386165,1,3,16,15,66,115
"('55.794841', '37.699355')",0.1351341514550587,1,3,20,27,131,141
"('55.795256', '37.686204')",0.08801951646822269,2,2,22,25,135,143
"('55.795798', '37.403414')",0.10195228855804132,3,1,12,12,95,99
"('55.796165', '37.52236')",0.06671754390505964,3,6,21,37,141,152
"('55.7963168', '37.7275446')",0.07306536679300224,2,2,18,20,123,125
"('55.796345', '37.506557')",0.04436628772606647,3,6,21,31,140,144
"('55.79636', '37.453773')",0.35486515166436683,1,2,13,34,105,149
"('55.796993', '37.50991')",0.06162360371181714,4,5,23,30,142,144
"('55.797149', '37.715381')",0.36501541897777007,2,1,19,21,127,132
"('55.797628', '37.761164')",0.14215571619712916,1,3,13,25,87,132
"('55.798166', '37.534757')",0.24998644703987558,3,3,27,32,150,143
"('55.7984', '37.5495')",0.221708370116534,4,1,28,33,157,144
"('55.799774', '37.710874')",0.24578003429734116,2,3,16,25,123,140
"('55.800372', '37.408543')",0.0882842628289689,2,5,7,19,90,111
"('55.801313', '37.634326')",0.00923648156017123,2,2,14,43,131,180
"('55.8015387', '37.6085236')",0.17814072030990535,1,0,24,34,148,164
"('55.802097', '37.572918')",0.30283223112766383,2,1,22,37,150,158
"('55.802103', '37.533427')",0.11228692315457961,4,4,27,34,144,142
"('55.802103', '37.552606')",0.2289961628935273,3,3,25,32,157,139
"('55.8029327', '37.5966067')",0.8313766238265056,0,1,23,32,151,157
"('55.803024', '37.557655')",0.1107066379691512,2,3,25,33,154,144
"('55.803043', '37.413197')",0.12977115198507444,3,3,11,17,94,112
"('55.803423', '37.5069')",0.11806813299114677,4,4,23,33,140,138
"('55.803909', '37.551367')",0.08601267665275537,3,3,26,30,156,136
"('55.804116', '37.601888')",0.5270340640340683,0,1,23,30,159,148
"('55.804264', '37.395157')",0.16462006896178846,4,2,9,17,81,95
"('55.80487', '37.79271')",0.05908648169496379,5,4,11,18,73,119
"('55.805133', '37.516952')",0.19478097316495108,3,7,22,34,133,146
"('55.805913', '37.723304')",0.31281861127867017,2,1,17,22,117,127
"('55.806246', '37.536607')",0.13904309841670198,4,2,29,30,147,137
"('55.8063188', '37.5405194')",0.032565857182462195,2,3,29,28,151,133
"('55.806418', '37.633976')",0.21429649343430718,3,0,15,38,141,162
"('55.80652', '37.777338')",0.16368692554638956,2,3,17,12,91,117
"('55.807658', '37.635045')",0.1644204640365727,3,0,16,35,143,156
"('55.807881', '37.391781')",0.18349944159214515,2,4,7,21,74,102
"('55.808306', '37.5008')",0.02123267985509802,3,3,27,27,139,136
"('55.808594', '37.639312')",0.06793761303487465,3,2,14,36,139,153
"('55.80912', '37.400387')",0.10256517680599432,4,3,9,22,76,105
"('55.809635', '37.481926')",0.4580065360800011,1,4,21,34,123,140
"('55.810081', '37.632745')",0.07354410186225482,3,2,14,37,142,155
"('55.811634', '37.576555')",0.0635977731385585,2,5,17,40,148,149
"('55.811653', '37.797737')",0.1656934895555118,3,4,11,15,67,117
"('55.81209', '37.597869')",0.33500911084003365,1,0,22,31,156,139
"('55.812568', '37.73253')",0.0998073985950136,2,1,14,24,101,135
"('55.812666', '37.716737')",0.10434816526518692,3,0,14,23,115,131
"('55.812924', '37.725891')",0.07630969672266695,2,1,14,22,114,131
"('55.81393', '37.46275')",0.20432051969208942,1,3,16,40,100,141
"('55.815438', '37.586122')",0.10006426486235936,2,2,19,39,148,144
"('55.815807', '37.587425')",0.10334179663857815,2,1,20,38,148,144
"('55.816033', '37.692851')",0.21532273391542972,2,1,14,30,123,134
"('55.8164', '37.834965')",0.16505521634230164,2,2,11,11,46,96
"('55.816642', '37.498617')",0.15444446309681692,3,3,23,33,126,139
"('55.817279', '37.663324')",0.06806098872537415,1,1,16,26,145,118
"('55.817523', '37.747008')",0.49952420385307533,1,2,12,17,92,131
"('55.8190093', '37.5167998')",0.1463222370310959,3,3,26,31,132,134
"('55.819939', '37.581514')",0.2138146962618859,2,2,15,42,142,144
"('55.82177', '37.512794')",0.09650468480377046,2,4,24,34,128,135
"('55.823758', '37.515425')",0.14712939270185893,3,3,25,33,128,136
"('55.82377', '37.560818')",0.04962787418225525,1,2,22,35,140,132
"('55.82767', '37.48756')",0.20283862932423347,2,1,23,30,123,125
"('55.827681', '37.521255')",0.05890957410489505,2,3,21,40,120,141
"('55.828724', '37.406315')",0.9039649107359738,0,1,16,19,76,110
"('55.829598', '37.578783')",0.23735416517625885,2,2,15,43,133,140
"('55.833984', '37.652103')",0.3591738227330174,1,2,12,29,133,113
"('55.8351226', '37.4859183')",0.07643825887853603,2,2,21,28,120,116
"('55.836773', '37.491909')",0.24754128556114524,1,3,22,32,117,119
"('55.839143', '37.658877')",0.34629083131410676,1,1,13,27,127,114
"('55.83937', '37.494316')",0.1864604715008203,2,1,23,32,119,117
"('55.839598', '37.537461')",0.2151516721965265,3,3,20,42,115,139
"('55.839825', '37.439212')",0.3506033424372331,1,3,12,29,83,118
"('55.840144', '37.41538')",0.0892324868635399,1,1,14,23,78,105
"('55.84178', '37.463306')",0.1308368807854856,1,1,19,27,100,116
"('55.842565', '37.379186')",0.05923590417881925,1,2,12,17,62,93
"('55.843616', '37.48562')",0.08465066522484711,2,1,25,27,119,108
"('55.84483', '37.423626')",0.20682753408110904,1,3,9,31,75,112
"('55.845203', '37.435017')",0.08523919962848285,2,2,12,27,85,110
"('55.8452087', '37.5795971')",0.12065653558871096,2,1,18,40,120,130
"('55.846195', '37.581146')",0.09085863528253775,1,2,17,43,116,132
"('55.848357', '37.357717')",0.15677711910793965,3,3,7,12,49,85
"('55.849939', '37.413556')",0.06624029103394981,2,2,12,25,74,99
"('55.852875', '37.66212')",0.07688204879547912,1,2,18,20,115,112
"('55.8538997', '37.4407705')",0.06293045931598266,2,4,10,24,93,95
"('55.854052', '37.656703')",0.12705625519085356,2,1,19,20,112,116
"('55.855886', '37.344143')",0.0873813208167232,1,3,6,12,37,81
"('55.856275', '37.424192')",0.10456605060466823,3,3,9,27,78,97
"('55.856647', '37.432716')",0.14791326691784704,3,2,11,21,93,88
"('55.856654', '37.497414')",0.1404834262907191,2,5,16,32,108,107
"('55.857407', '37.59595')",0.28392374475179827,1,1,19,35,104,129
"('55.858422', '37.669261')",0.08954042342398713,1,2,15,20,104,117
"('55.8585172', '37.5891704')",0.0654389568070619,1,1,22,35,105,131
"('55.858978', '37.521138')",0.08842110146262924,1,5,22,28,114,103
"('55.859566', '37.44372')",0.08011649793776576,1,2,12,20,95,85
"('55.86012', '37.481478')",0.09832739372384687,3,2,16,27,104,101
"('55.8606', '37.596471')",0.14314060109577892,2,2,19,35,102,127
"('55.860786', '37.68979')",0.26995068197811933,1,3,10,20,89,118
"('55.86105', '37.439005')",0.08416439578152136,2,1,11,22,90,84
"('55.863166', '37.690767')",0.11125995968276364,3,1,14,15,91,116
"('55.863686', '37.36926')",0.20611403335752715,1,0,11,10,48,82
"('55.863995', '37.563404')",0.18634989152476414,4,0,24,32,101,124
"('55.864828', '37.673771')",0.11241983121079249,1,4,14,17,94,118
"('55.867288', '37.655257')",0.09561865370042041,1,5,16,19,92,119
"('55.86769', '37.65221')",0.049942353759702525,1,5,16,20,92,120
"('55.867935', '37.63765')",0.14298418811035338,1,5,17,29,85,125
"('55.868324', '37.63119')",0.07656132333129195,2,2,19,29,85,128
"('55.869704', '37.563888')",0.07074742761217061,2,4,23,33,94,123
"('55.869925', '37.500863')",0.2918727534346924,1,3,13,30,101,98
"('55.870551', '37.630984')",0.14798183043880475,2,2,20,26,85,125
"('55.87079', '37.52839')",0.1564050364891175,2,2,21,28,103,103
"('55.873375', '37.46184')",0.18805963376060994,1,0,14,18,97,79
"('55.874748', '37.602813')",0.3573004066627609,1,3,23,27,87,127
"('55.875051', '37.599929')",0.44665465060931786,1,2,27,24,91,123
"('55.876022', '37.5547')",0.06401680601062171,4,4,21,31,95,109
"('55.87709', '37.56136')",0.04554792959327461,5,3,23,28,93,112
"('55.878306', '37.540825')",0.26891140295782995,2,4,20,31,90,112
"('55.880241', '37.543353')",0.45867327982727285,2,3,20,28,92,107
"('55.880623', '37.560825')",0.11626044360079615,4,3,23,26,88,115
"('55.881443', '37.65045')",0.22088458663072064,1,3,17,19,74,116
"('55.881975', '37.590102')",0.037779575549212754,1,2,24,24,82,122
