coords,shops_closest_km,shops_less500m,shops_0.5-1km,shops_1-3km,shops_3-5km,shops_5-10km,shops_10-15km
"('55.809378', '37.456882')",0.12460607638057561,229,55,1546,2776,13276,15077
"('55.809378', '37.456882')",0.12460607638057561,229,55,1546,2776,13276,15077
"('55.786976', '37.45254')",0.15761438661566485,41,41,974,2497,13666,17130
"('55.799557', '37.48551')",0.12941611609871945,71,159,2154,2523,16450,16588
"('55.804982', '37.464472')",0.08314539254505666,181,92,1434,3131,13686,15896
"('55.788535', '37.468238')",0.07317577611208129,45,110,1078,2943,14474,18669
"('55.79017', '37.47236')",0.03272221613751162,38,67,1185,2854,14872,18643
"('55.784267', '37.468452')",0.04512329507379772,65,200,950,2934,14572,18849
"('55.80371', '37.413403')",0.07984597185577702,53,119,365,2198,9498,13990
"('55.806813', '37.423482')",0.24667500094453948,16,35,887,2335,10459,13795
"('55.79017', '37.47236')",0.03272221613751162,38,67,1185,2854,14872,18643
"('55.790023', '37.469243')",0.16349294653088767,35,117,1074,2980,14543,17954
"('55.782337', '37.47599')",0.07520166666044155,98,156,876,3547,14392,21035
"('55.78713', '37.480022')",0.058396319995105056,46,171,1344,2661,15575,20433
"('55.784515', '37.46053')",0.09558884363925188,43,156,923,2750,13983,18778
"('55.7799454', '37.4858997')",0.10663599915505748,85,150,1478,3372,14968,22029
"('55.771889', '37.485197')",0.12506030276590208,50,201,1023,3857,14058,23190
"('55.809687', '37.460098')",0.028419090052209238,231,57,1635,2999,13382,15131
"('55.792124', '37.484092')",0.12700253177764745,62,241,1761,2402,16484,19731
"('55.785453', '37.497638')",0.00958962519652068,21,110,2015,3177,16133,22008
"('55.79017', '37.47236')",0.03272221613751162,38,67,1185,2854,14872,18643
"('55.8042885', '37.4681355')",0.21017735506618707,36,223,1612,2944,14211,15909
"('55.806504', '37.449866')",0.1720248337837719,18,225,847,3058,12412,15406
"('55.79017', '37.47236')",0.03272221613751162,38,67,1185,2854,14872,18643
"('55.808923', '37.462317')",0.0,235,60,1638,3024,13485,15457
"('55.807435', '37.448662')",0.14421929105426823,18,55,963,2974,12276,15293
"('55.798256', '37.48199')",0.006401991297557011,66,171,1662,2984,15734,17136
"('55.798905', '37.484244')",0.10645674522072217,68,166,1817,2861,16056,16994
"('55.593863', '37.432025')",0.25681533590980765,8,38,266,1574,6788,10614
"('55.570624', '37.4872')",0.005607300004320112,74,121,311,1628,6357,11038
"('55.5118537', '37.3519973')",0.01689160003770352,46,122,168,356,1108,4838
"('55.570624', '37.4872')",0.005607300004320112,74,121,311,1628,6357,11038
"('55.745661', '37.670798')",0.05909955289080748,16,322,2154,6741,17345,24886
"('55.50213', '37.32641')",0.06557081922775596,18,8,433,190,792,3332
"('55.508774', '37.342445')",0.039617847067637525,32,58,236,321,1051,4481
"('55.57548', '37.471623')",0.1028641461880888,16,58,412,938,7783,9668
"('55.508524', '37.339337')",0.08231948319642102,33,25,274,293,1034,4116
"('55.532675', '37.38292')",0.00812699304991282,17,7,201,195,2506,5785
"('55.56837', '37.470203')",0.07645221703911345,42,25,541,715,7046,9789
"('55.573378', '37.468775')",0.30309786724893434,13,51,432,849,7367,9816
"('55.466683', '37.29488')",2425.7394473093286,0,0,0,0,0,0
"('55.533435', '37.376411')",0.07685814779387717,12,5,206,185,2518,5693
"('55.570502', '37.489113')",0.06365540913496817,77,105,317,1695,6281,11092
"('55.569571', '37.491575')",0.008537236042473112,76,90,341,1704,6176,11204
"('55.608292', '37.707063')",0.1592240930099764,25,603,1026,2218,7566,16944
"('55.598863', '37.72528')",0.023734403500583857,49,93,1425,1078,7872,13884
"('55.60877', '37.699337')",0.07548118013198195,54,61,1649,1366,8864,16154
"('55.62205', '37.6964')",0.11854229938694308,17,46,1736,2006,10983,15753
"('55.59878', '37.720287')",0.14752426139971228,46,89,1434,1107,7974,14281
"('55.603359', '37.708069')",0.008253805330980312,47,40,1583,1226,8403,15428
"('55.62512', '37.713063')",0.11666289833991397,202,192,1725,2091,10397,15720
"('55.827408', '37.59533')",0.003541204546659951,56,49,1377,3997,17364,18109
"('55.827879', '37.59038')",0.04931382423382745,45,69,1328,4147,17232,18313
"('55.826898', '37.5918')",0.062468127897361767,51,67,1366,4009,17438,18429
"('55.794846', '37.585898')",0.0028371021446462726,534,467,2508,4657,17874,23550
"('55.823467', '37.602024')",0.1577737876121603,21,74,1685,3689,17967,17901
"('55.82537', '37.59751')",0.07100365422689996,53,56,1407,3977,17559,18045
"('55.829674', '37.598698')",0.07542053384468973,53,24,1392,3827,17387,17539
"('55.826898', '37.5918')",0.062468127897361767,51,67,1366,4009,17438,18429
"('55.794178', '37.576454')",0.00606149118264047,144,471,2928,4116,18022,23820
"('55.7811995', '37.6439518')",0.1484471598059625,26,153,2580,4713,19259,23055
"('55.784534', '37.638817')",0.0842327514217184,72,139,2365,4639,19983,22259
"('55.4772347', '37.528589')",2403.4300525245517,0,0,0,0,0,0
"('55.5217316', '37.3545344')",0.07761832116035128,63,99,169,293,1677,5430
"('55.856159', '37.611661')",0.17129514053936767,37,160,1295,3893,11379,17512
"('55.882707', '37.648349')",0.0037239579010969553,25,256,1501,2359,6564,15772
"('55.877152', '37.628119')",0.05201112654398827,49,114,2117,2267,9011,14564
"('55.866238', '37.52825')",0.17155705059368964,20,88,1429,3421,12140,12992
"('55.871602', '37.634488')",0.0016979843343373935,138,61,2136,2232,9497,15896
"('55.759436', '37.605733')",0.025668072494210627,99,482,2831,5735,19315,26155
"('55.7588339', '37.6088938')",0.042223123335133214,112,642,2604,5818,19190,26334
"('55.75892', '37.60938')",0.07421681829430916,114,727,2542,5895,19049,26469
"('55.758682', '37.607124')",0.0022641813696215023,91,533,2724,5675,19358,26145
"('55.758175', '37.606342')",0.07571110432970438,75,534,3020,5376,19681,25829
"('55.7588339', '37.6088938')",0.042223123335133214,112,642,2604,5818,19190,26334
"('55.759496', '37.608868')",0.09475877943129621,109,659,2593,5985,19239,26289
"('55.696423', '37.47377')",0.10406483355232712,17,65,926,2774,13237,21814
"('55.731926', '37.63342')",0.09130250024363482,243,240,2831,6777,18811,26710
"('55.717731', '37.633464')",0.003428184508184917,90,169,4406,4198,21537,23543
"('55.719288', '37.648476')",0.07809992958239641,32,166,4557,3946,21541,22703
"('55.722274', '37.64745')",0.09642253049974733,24,207,4329,4444,21121,23490
"('55.719288', '37.648476')",0.07809992958239641,32,166,4557,3946,21541,22703
"('55.736691', '37.635233')",0.018131209874128747,71,436,2614,7463,18260,27150
"('55.740649', '37.64145')",0.17828252083902757,27,280,2741,7396,18246,27005
"('55.73486', '37.62862')",0.05972941272557287,72,477,2576,6744,19256,25705
"('55.803231', '37.347476')",0.05407716364860731,17,0,113,910,5566,9250
"('55.803231', '37.347476')",0.05407716364860731,17,0,113,910,5566,9250
"('55.79839', '37.50681')",0.043163994047658465,44,236,2433,2771,17056,20085
"('55.799841', '37.524408')",0.09231881348624583,29,348,1788,4423,16191,22219
"('55.798256', '37.48199')",0.006401991297557011,66,171,1662,2984,15734,17136
"('55.804056', '37.496165')",0.03020713940152653,9,147,2285,2749,16786,16474
"('55.808078', '37.495716')",0.09424972954649478,39,65,2319,2688,16658,16179
"('55.786313', '37.463664')",0.13574256939000476,44,137,958,2952,14176,18703
"('55.807129', '37.500543')",0.003290607964656728,40,160,2232,3042,16495,16865
"('55.8061554', '37.5023376')",0.08682187975226842,40,205,2189,3330,16117,18672
"('55.820369', '37.461867')",0.17414161222871097,23,19,1980,2810,12535,15204
"('55.78032', '37.475647')",0.15314458845421294,110,160,897,3462,14202,21441
"('55.805999', '37.503738')",0.06253148581138038,45,211,2196,3341,16120,18712
"('55.80011', '37.515335')",0.06367302133894572,58,230,2199,3903,16159,21424
"('55.8061554', '37.5023376')",0.08682187975226842,40,205,2189,3330,16117,18672
"('55.7742587', '37.546541')",0.026233359278444418,60,84,2418,5706,15987,26420
"('55.758553', '37.52044')",0.06237704093276473,16,168,2251,3721,17433,22942
"('55.732656', '37.587919')",0.07467436275932941,74,132,2427,4919,20974,23792
"('55.73721', '37.585636')",0.0697491244772306,61,136,2393,4616,21407,22731
"('55.738257', '37.592294')",0.0026278070462418235,73,109,2648,4709,21443,22979
"('55.72961', '37.581253')",0.12473785663573113,91,177,2125,4544,21557,22510
"('55.725464', '37.587517')",0.015172374056713284,60,142,2362,4855,21265,23463
"('55.727612', '37.586563')",0.15008025424161384,91,112,2313,4903,21209,23528
"('55.7314668', '37.58927')",0.0038192173564278974,54,145,2452,5022,20899,24003
"('55.73216', '37.584072')",0.07473453167915896,68,156,2270,4635,21195,23203
"('55.723774', '37.583096')",0.057218503682506264,93,109,2154,4917,21225,23103
"('55.745387', '37.587317')",0.17719522960835948,131,299,2982,4317,21295,23236
"('55.73998', '37.591135')",0.06142724952224911,71,156,2755,4524,21560,23110
"('55.735941', '37.527444')",0.1550960759407034,51,56,2288,2812,21493,19364
"('55.764648', '37.494449')",0.009957367563076434,47,46,1795,3394,15224,23223
"('55.734674', '37.519602')",0.07972463035271861,31,62,2003,2952,19497,21137
"('55.737917', '37.490973')",0.03933884893290774,93,705,1006,3562,16154,22311
"('55.799865', '37.77286')",0.14273809646102129,15,140,1795,1884,9524,18376
"('55.818048', '37.74628')",0.06084477433860495,23,149,941,2128,9835,18868
"('55.834108', '37.359864')",0.18868983794734395,27,56,1227,714,5979,9432
"('55.797751', '37.791495')",0.013323795549866964,80,297,1571,1723,7877,17913
"('55.821365', '37.821228')",0.06332263582192979,78,144,778,1118,4993,13501
"('55.799847', '37.827896')",0.15085954468940854,26,66,1445,696,6633,14271
"('55.82447', '37.82651')",0.10106517488119486,58,93,773,955,4721,11276
"('55.801126', '37.817676')",0.21428204433713374,33,128,1447,1107,6244,15917
"('55.8110696', '37.7962296')",0.04687790810583588,279,158,1666,942,7554,16538
"('55.791035', '37.818948')",0.043025156095667136,43,97,1420,1576,6541,16114
"('55.8161', '37.829037')",0.10535751916625391,71,159,917,1007,4678,13121
"('55.8188268', '37.8306471')",0.0018895288450553646,74,149,779,1008,4497,12637
"('55.809515', '37.811123')",0.07230709298237306,48,465,1084,1393,5752,16813
"('55.823945', '37.803569')",0.2542457372246423,43,62,962,1328,5764,15511
"('55.816885', '37.823017')",0.13624547354485553,77,192,950,978,4998,14324
"('55.816561', '37.794837')",0.1541692543862368,56,271,1295,1251,6914,16643
"('55.662222', '37.732656')",0.02950633944757112,49,71,1743,1938,16009,15414
"('55.650099', '37.730203')",0.05983596855834601,59,459,1241,3197,13315,16595
"('55.669986', '37.773143')",0.08731141108327511,31,346,1140,2083,11931,16664
"('55.743572', '37.75488')",0.05146981875773405,12,56,1143,2890,15774,17613
"('55.744167', '37.77044')",0.12719740700542737,58,97,1046,2837,14767,16757
"('55.743572', '37.75488')",0.05146981875773405,12,56,1143,2890,15774,17613
"('55.75311', '37.78632')",0.09823513177000229,116,185,918,2870,12282,16225
"('55.739458', '37.762462')",0.09415457879207213,27,52,1159,2761,15602,17597
"('55.74559', '37.763836')",0.09224549076386745,37,103,1045,3121,14929,17400
"('55.746816', '37.760333')",0.0002889545043809489,34,87,1116,3072,15162,17423
"('55.736047', '37.752526')",0.01563965461158757,21,38,1195,4079,15076,19306
"('55.748016', '37.811825')",0.19162357254944348,72,342,1086,1915,11543,13743
"('55.743781', '37.684075')",0.07719932446311571,105,84,3128,5175,18214,23047
"('55.74335', '37.755005')",0.07736143068233164,10,63,1138,2872,15785,17495
"('55.702823', '37.772212')",0.11261171786593004,212,148,1408,2003,14034,17580
"('55.704996', '37.922335')",0.013685282766577609,67,141,461,556,3305,7335
"('55.788442', '37.557578')",0.0016730561010093817,84,215,3257,4483,16932,24974
"('55.781246', '37.5673209')",0.20114763857074153,36,140,3389,4740,18665,24654
"('55.789406', '37.569539')",0.020125355539439636,47,298,3046,4796,16968,25277
"('55.782744', '37.568354')",0.07283246037441717,46,145,3450,4639,17512,25848
"('55.794092', '37.574103')",0.0027527545393765873,129,329,3135,3741,18287,23451
"('55.781723', '37.55733')",0.113602149585224,50,74,3167,4894,16627,25947
"('55.794537', '37.56731')",0.08595635205033879,54,417,2824,3926,17718,23986
"('55.7939481', '37.5675456')",0.11644482749394922,49,417,2846,3966,17659,24077
"('55.793864', '37.541001')",0.20368787149206002,107,437,2005,4796,16370,23350
"('55.782896', '37.565201')",0.043500714944183644,66,155,3397,4704,17312,25686
"('55.787958', '37.567042')",0.031232802761689854,61,210,3283,4621,17008,25470
"('55.794806', '37.571543')",0.13513300722157112,129,353,3057,3645,18220,23380
"('55.829881', '37.570635')",0.09723928812762729,35,134,1124,4544,16445,18169
"('55.833708', '37.568677')",0.012482922424982001,18,155,1126,4288,16130,17526
"('55.801541', '37.54922')",0.15348438229428293,32,139,2885,3476,18204,21181
"('55.81173', '37.565946')",0.07527274647176464,75,196,2183,3931,18357,19444
"('55.841614', '37.572953')",0.07035775913856913,132,55,1194,2864,15824,15180
"('55.73111', '37.452678')",0.09892564021633081,15,61,1409,2149,11405,23894
"('55.730786', '37.467949')",0.022851128248398682,47,280,1479,2502,13752,22869
"('55.72699', '37.473698')",0.0055644441980528675,221,59,1677,2113,14899,21846
"('55.73297', '37.46856')",0.13397993237034547,64,274,1365,2614,13643,23094
"('55.73165', '37.465702')",0.08598562238152578,35,290,1447,2302,12821,23704
"('55.731855', '37.460601')",0.04201833114490222,21,133,1694,2057,12207,23775
"('55.734146', '37.468605')",0.15770494700486187,74,261,1342,2693,12905,23880
"('55.73413', '37.473976')",0.09609565456465957,77,388,1202,2772,14633,22745
"('55.73472', '37.473022')",0.06854479863922719,81,322,1276,2785,14766,22563
"('55.731415', '37.46433')",0.004677287087140857,16,318,1376,2330,12610,23755
"('55.73249', '37.469765')",0.14406897293151777,68,268,1424,2508,14090,22970
"('55.733315', '37.482197')",0.1717663957451363,119,357,1298,2555,16037,21949
"('55.7402898', '37.4809734')",0.004294391548119195,77,122,1485,2777,15723,22103
"('55.730593', '37.466628')",0.09128653084514003,28,302,1458,2265,13741,22827
"('55.73165', '37.465702')",0.08598562238152578,35,290,1447,2302,12821,23704
"('55.730289', '37.464796')",0.06940921871770805,23,308,1419,2254,13350,23097
"('55.731518', '37.458614')",0.08300723988789029,17,120,1620,2103,11986,23738
"('55.726963', '37.471632')",0.0002648013063561094,224,80,1670,2133,14433,22227
"('55.733948', '37.482727')",0.10681856147785374,111,341,1312,2572,16143,21923
"('55.726963', '37.471632')",0.0002648013063561094,224,80,1670,2133,14433,22227
"('55.730289', '37.464796')",0.06940921871770805,23,308,1419,2254,13350,23097
"('55.726963', '37.471632')",0.0002648013063561094,224,80,1670,2133,14433,22227
"('55.730289', '37.464796')",0.06940921871770805,23,308,1419,2254,13350,23097
"('55.722553', '37.411616')",0.22432724463024623,38,209,945,1238,8234,20317
"('55.861115', '37.4244')",0.18532376967226008,24,274,764,3214,5922,13745
"('55.850014', '37.421874')",0.0024372918810697556,88,113,1752,2483,7452,13604
"('55.864652', '37.441467')",0.07867028632461659,220,42,1428,2229,8155,12321
"('55.84725', '37.443308')",0.17341133609652945,247,142,1807,2769,8842,14475
"('55.885095', '37.395823')",0.005674931735058317,10,52,130,1974,4834,8657
"('55.83852', '37.438755')",0.03066370565300079,12,174,1420,3232,8341,15602
"('55.866692', '37.438646')",0.19479244342922458,56,191,1271,2356,7332,12731
"('55.851376', '37.421333')",0.007106518659039352,85,124,1618,2553,7270,13564
"('55.8416072', '37.4571413')",0.08919808604353073,16,122,2141,2738,10519,14333
"('55.846684', '37.43234')",0.12235934574350438,104,336,1139,3618,7339,15292
"('55.851765', '37.41184')",0.11260650259932892,39,102,1524,2143,6594,12994
"('55.857745', '37.424156')",0.1165550470141494,56,316,1237,2812,6513,13637
"('55.863192', '37.421443')",0.12157464222711536,6,277,702,3096,5732,13062
"('55.84846', '37.439007')",0.0061024934773747175,284,129,1518,3074,8147,14720
"('55.8632703', '37.4242085')",0.09828308061769815,20,261,907,2972,6097,13348
"('55.854897', '37.42562')",0.2337524582863504,80,158,1443,2803,6953,13757
"('55.852263', '37.421156')",0.008365720294907692,87,120,1573,2447,7376,13017
"('55.8565101', '37.4045102')",0.08849590250816067,15,38,1675,1579,6340,11913
"('55.867753', '37.44285')",0.10585705809579675,13,236,1222,2305,7655,12534
"('55.853102', '37.445716')",0.09077393888057189,198,162,1903,2412,9002,13932
"('55.85705', '37.432816')",0.0031307568059427723,37,425,1060,3014,7017,14044
"('55.849812', '37.43622')",0.004654072539535134,202,241,1352,3282,7667,14953
"('55.861115', '37.4244')",0.18532376967226008,24,274,764,3214,5922,13745
"('55.851156', '37.411454')",0.06714597142647623,35,105,1523,2151,6428,13162
"('55.85023', '37.41972')",0.1083683513812765,90,105,1683,2490,7295,13300
"('55.845365', '37.44232')",0.1348750979989563,125,259,1647,2967,8672,14727
"('55.862045', '37.431388')",0.1339381810803553,226,87,1197,2644,6794,13460
"('55.843763', '37.438206')",0.06991774219066908,82,285,1412,3266,8188,15054
"('55.84425', '37.447567')",0.050208870231308475,19,403,1689,2999,9188,14773
