coords,other_flats_closest_km,other_flats_less500m,other_flats_0.5-1km,other_flats_1-3km,other_flats_3-5km,other_flats_5-10km,other_flats_10-15km
"('55.7573443', '37.5119741')",0.0,17,25,213,472,1779,1884
"('55.753686', '37.513143')",0.0,14,30,195,494,1785,1872
"('55.7553539', '37.5108763')",0.0,14,33,186,477,1778,1880
"('55.747288', '37.514957')",0.0,9,22,187,476,1843,1802
"('55.764121', '37.513071')",0.0,13,21,224,484,1735,1932
"('55.763697', '37.509925')",0.0,13,25,213,457,1743,1908
"('55.7561254', '37.5136497')",0.0,15,34,203,499,1779,1890
"('55.766567', '37.48703')",0.0,7,18,189,357,1628,1826
"('55.825189', '37.564284')",0.0,6,6,134,350,1694,1483
"('55.731627', '37.581227')",0.0,8,33,281,539,1972,1910
"('55.87241', '37.484568')",0.0,5,13,109,192,763,1186
"('55.865013', '37.474264')",0.0,7,25,122,173,814,1236
"('55.8675884', '37.4829033')",0.0,6,17,116,195,814,1228
"('55.872577', '37.488422')",0.0,4,17,110,202,764,1201
"('55.860827', '37.469728')",0.0,8,18,140,163,855,1240
"('55.778282', '37.517597')",0.0,6,28,252,497,1705,1911
"('55.780279', '37.516602')",0.0,8,26,265,469,1728,1853
"('55.775682', '37.538539')",0.0,12,18,312,588,1741,2010
"('55.77996', '37.526744')",0.0,15,26,268,543,1713,1940
"('55.780168', '37.531307')",0.0,17,22,284,543,1745,1933
"('55.76817', '37.502879')",0.0,5,20,222,406,1726,1846
"('55.762136', '37.511105')",0.0,15,23,225,451,1778,1886
"('55.763941', '37.509791')",0.0,13,23,214,454,1741,1912
"('55.761421', '37.512865')",0.0,18,17,238,456,1790,1880
"('55.77633', '37.630726')",0.0,15,41,319,577,1651,2284
"('55.770532', '37.629736')",0.0,22,31,350,584,1663,2314
"('55.777454', '37.616173')",0.0,10,33,350,551,1710,2262
"('55.797413', '37.52334')",0.0,10,31,237,445,1731,1722
"('55.778026', '37.540147')",0.0,7,29,305,596,1726,2011
"('55.801632', '37.767635')",0.0,7,20,138,181,871,1578
"('55.805252', '37.773126')",0.0,8,18,132,161,802,1528
"('55.807419', '37.7761972')",0.0,10,15,130,155,757,1499
"('55.802847', '37.728658')",0.0,7,16,155,188,1243,1587
"('55.623778', '37.590865')",0.0,3,11,79,224,944,1515
"('55.644596', '37.602077')",0.0,14,22,107,252,1138,1822
"('55.63721', '37.606773')",0.0,11,25,75,251,1036,1763
"('55.76526', '37.607567')",0.0,18,62,432,522,1819,2291
"('55.769733', '37.604034')",0.0,17,70,391,558,1756,2308
"('55.776112', '37.692765')",0.0,9,18,182,340,1683,1742
"('55.745544', '37.75461')",0.0,4,6,96,253,1279,1538
"('55.721523', '37.62298')",0.0,13,35,251,468,1897,2066
"('55.764493', '37.511489')",0.0,13,18,219,472,1735,1920
"('55.754955', '37.5105626')",0.0,14,30,192,464,1788,1869
"('55.765711', '37.480436')",0.0,6,19,169,344,1563,1846
"('55.762666', '37.51291')",0.0,16,21,226,476,1764,1907
"('55.618471', '37.723124')",0.0,4,12,104,128,522,1181
"('55.62146', '37.741')",0.0,9,16,113,95,546,1111
"('55.6203272', '37.7387044')",0.0,11,12,115,96,538,1110
"('55.618268', '37.742196')",0.0,14,18,99,95,522,1061
"('55.610321', '37.752895')",0.0,8,14,84,80,409,932
"('55.615476', '37.743274')",0.0,10,19,94,91,496,1028
"('55.75946', '37.777428')",0.0,7,4,61,238,968,1542
"('55.76799', '37.837437')",0.0,2,4,39,128,631,1056
"('55.829502', '37.82185')",0.0,3,8,42,107,332,1064
"('55.802103', '37.814483')",0.0,8,18,110,78,548,1273
"('55.828674', '37.361018')",0.0,1,2,40,89,472,968
"('55.774406', '37.708931')",0.0,11,14,173,296,1615,1616
"('55.787513', '37.706766')",0.0,2,16,160,294,1519,1650
"('55.780834', '37.692688')",0.0,4,23,165,371,1611,1761
"('55.774603', '37.696489')",0.0,5,25,180,320,1684,1701
"('55.7814011', '37.7250089')",0.0,11,12,138,257,1459,1525
"('55.774887', '37.707783')",0.0,12,13,177,303,1608,1633
"('55.772861', '37.710287')",0.0,9,12,166,298,1613,1601
"('55.773388', '37.708965')",0.0,9,14,166,304,1614,1618
"('55.780294', '37.705535')",0.0,7,15,164,316,1570,1665
"('55.780319', '37.699211')",0.0,6,20,163,346,1592,1719
"('55.78202', '37.726655')",0.0,10,16,129,259,1431,1540
"('55.77309', '37.706074')",0.0,9,15,174,305,1636,1634
"('55.708225', '37.819244')",0.0,5,6,92,155,652,1239
"('55.703641', '37.790934')",0.0,4,20,103,206,762,1553
"('55.694096', '37.81723')",0.0,3,9,70,150,594,1244
"('55.70041', '37.809479')",0.0,7,7,88,166,652,1381
"('55.712409', '37.803657')",0.0,6,11,108,183,750,1439
"('55.704002', '37.813073')",0.0,9,8,95,158,663,1335
"('55.67559', '37.465694')",0.0,3,9,136,274,1054,1807
"('55.675103', '37.499516')",0.0,9,26,213,311,1233,1878
"('55.661328', '37.468308')",0.0,12,8,134,252,1003,1638
"('55.67558', '37.475612')",0.0,3,9,164,267,1126,1825
"('55.665492', '37.498743')",0.0,5,26,186,308,1093,1917
"('55.667126', '37.495132')",0.0,6,23,191,298,1112,1892
"('55.608139', '37.58597')",0.0,5,8,87,157,886,1138
"('55.61545', '37.587723')",0.0,2,11,77,192,890,1342
"('55.881177', '37.5349')",0.0,10,13,115,195,771,1243
"('55.495937', '37.519247')",0.0,8,3,18,40,169,296
"('55.497256', '37.519036')",0.0,11,0,22,39,170,299
"('55.498654', '36.9174438')",0.0,3,0,6,0,6,0
"('55.504986', '37.534794')",0.0,6,3,29,62,161,351
"('55.508542', '37.581629')",0.0,3,7,14,57,194,347
"('55.520161', '37.212217')",0.0,1,0,1,5,67,78
"('55.532666', '37.521408')",0.0,5,8,70,89,249,577
"('55.53827', '37.51017')",0.0,6,11,64,106,249,666
"('55.539732', '37.581271')",0.0,5,0,45,70,301,627
"('55.540928', '37.57667')",0.0,5,2,47,75,304,647
"('55.541504', '37.57544')",0.0,5,4,47,76,309,656
"('55.54193', '37.560745')",0.0,4,13,46,100,288,702
"('55.543516', '37.511544')",0.0,1,13,72,96,279,749
"('55.5437', '37.483508')",0.0,10,12,79,56,332,663
"('55.544255', '37.52324')",0.0,5,4,87,88,303,735
"('55.54753', '37.323517')",0.0,2,9,9,27,159,327
"('55.547712', '37.487459')",0.0,11,12,80,60,340,718
"('55.5479124', '37.5569644')",0.0,6,15,51,95,329,755
"('55.548894', '37.53835')",0.0,3,9,67,103,332,779
"('55.54921', '37.556559')",0.0,7,14,52,99,333,773
"('55.549725', '37.489455')",0.0,10,13,82,59,350,724
"('55.554236', '37.465838')",0.0,5,0,81,50,374,704
"('55.565136', '37.576405')",0.0,9,12,49,103,471,854
"('55.57462', '37.469227')",0.0,6,9,48,82,501,806
"('55.585067', '37.602067')",0.0,8,11,77,104,658,934
"('55.587285', '37.456981')",0.0,3,11,42,78,597,834
"('55.589198', '37.602714')",0.0,13,9,72,117,695,981
"('55.590343', '37.606334')",0.0,10,13,66,124,702,982
"('55.593735', '37.596184')",0.0,8,17,59,139,737,1018
"('55.594102', '37.664976')",0.0,7,9,51,123,537,1056
"('55.598405', '37.519476')",0.0,1,6,33,159,768,1026
"('55.601004', '37.717178')",0.0,10,12,76,113,472,989
"('55.602615', '37.584515')",0.0,7,11,79,135,854,1049
"('55.604692', '37.661105')",0.0,8,7,61,165,649,1178
"('55.604866', '37.55593')",0.0,1,5,60,155,831,1117
"('55.605583', '37.743668')",0.0,5,14,76,80,433,894
"('55.605858', '37.664731')",0.0,6,9,61,164,649,1202
"('55.606131', '37.411705')",0.0,6,3,34,72,533,902
"('55.606945', '37.72538')",0.0,9,18,76,124,463,1044
"('55.607377', '37.705023')",0.0,6,9,89,130,510,1157
"('55.607377', '37.712749')",0.0,5,18,76,141,482,1120
"('55.607956', '37.729035')",0.0,7,14,81,114,471,1021
"('55.608348', '37.546417')",0.0,4,13,43,183,838,1216
"('55.608389', '37.613683')",0.0,2,8,83,151,873,1161
"('55.608816', '37.535412')",0.0,3,13,45,168,870,1172
"('55.612506', '37.749863')",0.0,8,19,85,85,432,980
"('55.6131349', '37.7484728')",0.0,9,18,88,84,451,992
"('55.615967', '37.546543')",0.0,5,5,77,193,886,1368
"('55.616127', '37.756587')",0.0,4,19,77,101,421,1016
"('55.617378', '37.411463')",0.0,6,1,38,119,526,979
"('55.618336', '37.74964')",0.0,11,17,90,98,487,1044
"('55.618679', '37.586006')",0.0,3,7,84,200,905,1409
"('55.618761', '37.263555')",0.0,6,0,19,33,158,283
"('55.619467', '37.415344')",0.0,6,1,37,125,543,988
"('55.621333', '37.303602')",0.0,9,8,45,56,166,641
"('55.623238', '37.588825')",0.0,4,10,82,218,938,1500
"('55.623427', '37.697963')",0.0,4,3,97,141,670,1289
"('55.62451', '37.652077')",0.0,5,9,58,195,858,1447
"('55.627397', '37.718471')",0.0,4,4,131,118,631,1245
"('55.627663', '37.488953')",0.0,4,7,82,175,923,1237
"('55.62883', '37.512937')",0.0,7,10,111,168,983,1378
"('55.628932', '37.341843')",0.0,5,4,77,67,266,837
"('55.630085', '37.655463')",0.0,3,13,53,193,910,1504
"('55.633932', '37.529214')",0.0,7,17,97,292,901,1665
"('55.634812', '37.539715')",0.0,6,13,87,333,894,1747
"('55.636621', '37.60549')",0.0,11,23,75,251,1025,1762
"('55.637581', '37.428073')",0.0,3,4,63,142,746,1082
"('55.63786', '37.429815')",0.0,3,2,67,139,756,1089
"('55.63816', '37.756299')",0.0,3,18,105,146,565,1197
"('55.638175', '37.531765')",0.0,10,22,103,324,895,1774
"('55.640335', '37.309199')",0.0,4,7,55,38,192,748
"('55.640423', '37.61026')",0.0,10,25,85,234,1097,1767
"('55.641773', '37.362869')",0.0,15,7,74,92,414,895
"('55.641919', '37.677708')",0.0,2,6,62,223,935,1607
"('55.642372', '37.672468')",0.0,2,8,53,234,961,1641
"('55.642977', '37.393074')",0.0,8,11,71,90,641,966
"('55.643465', '37.725496')",0.0,5,15,105,205,734,1400
"('55.643744', '37.492284')",0.0,7,14,152,200,982,1499
"('55.644206', '37.490551')",0.0,8,15,151,198,982,1498
"('55.645367', '37.34869')",0.0,6,14,64,84,344,855
"('55.645553', '37.495779')",0.0,11,9,173,199,1011,1542
"('55.647728', '37.65381')",0.0,6,3,67,223,1122,1726
"('55.648794', '37.388188')",0.0,8,12,73,71,670,943
"('55.649276', '37.660215')",0.0,5,3,57,231,1134,1726
"('55.649312', '37.717842')",0.0,10,12,80,239,804,1562
"('55.6495', '37.387846')",0.0,7,13,72,71,670,954
"('55.649571', '37.400135')",0.0,4,20,54,112,721,1009
"('55.650836', '37.597387')",0.0,5,23,134,263,1225,1866
"('55.6522', '37.47304')",0.0,6,16,111,247,968,1554
"('55.652796', '37.474192')",0.0,6,20,112,254,970,1563
"('55.65313', '37.715218')",0.0,5,10,77,223,885,1591
"('55.654823', '37.409011')",0.0,5,19,47,121,793,1075
"('55.655254', '37.609595')",0.0,5,19,135,250,1348,1799
"('55.65559', '37.469305')",0.0,9,13,125,241,989,1574
"('55.6561864', '37.516193')",0.0,7,22,214,250,1146,1853
"('55.656301', '37.413089')",0.0,3,20,49,127,804,1110
"('55.65724', '37.494548')",0.0,7,12,180,256,1051,1771
"('55.658124', '37.602005')",0.0,8,12,172,245,1361,1869
"('55.658581', '37.744262')",0.0,6,19,126,134,816,1428
"('55.660374', '37.602049')",0.0,7,11,181,246,1404,1862
"('55.660977', '37.514252')",0.0,16,20,227,272,1176,1896
"('55.661496', '37.47147')",0.0,12,11,138,268,999,1678
"('55.661547', '37.473923')",0.0,10,14,141,277,994,1707
"('55.661836', '37.516')",0.0,19,17,229,278,1193,1911
"('55.6620528', '37.5125239')",0.0,14,24,213,288,1167,1896
"('55.662434', '37.58476')",0.0,4,21,189,283,1338,2001
"('55.662816', '37.471614')",0.0,11,11,142,268,1011,1683
"('55.666086', '37.561688')",0.0,5,35,212,292,1354,2066
"('55.666142', '37.511356')",0.0,17,29,207,307,1186,1932
"('55.666589', '37.586518')",0.0,8,16,194,295,1393,2005
"('55.666868', '37.505678')",0.0,10,34,203,302,1173,1902
"('55.668021', '37.508741')",0.0,13,32,204,318,1186,1925
"('55.668386', '37.56379')",0.0,10,29,215,293,1401,2057
"('55.669544', '37.78783')",0.0,4,6,70,179,634,1274
"('55.67065', '37.6115')",0.0,5,10,162,291,1538,1878
"('55.6714126', '37.5485865')",0.0,9,30,227,303,1394,2055
"('55.671494', '37.599518')",0.0,8,18,179,291,1520,1934
"('55.671555', '37.78962')",0.0,3,3,75,179,643,1286
"('55.6726', '37.464283')",0.0,3,12,130,270,1036,1738
"('55.672905', '37.524318')",0.0,7,28,200,365,1284,2041
"('55.673138', '37.66627')",0.0,3,10,80,244,1398,1746
"('55.67335', '37.51068')",0.0,15,22,201,350,1223,1959
"('55.6736287', '37.4948009')",0.0,11,20,205,313,1176,1886
"('55.674118', '37.507008')",0.0,12,24,202,342,1215,1944
"('55.674671', '37.487712')",0.0,6,18,192,285,1171,1844
"('55.675529', '37.598618')",0.0,14,13,173,301,1588,1944
"('55.675798', '37.443982')",0.0,6,8,77,264,921,1654
"('55.6758988', '37.4906266')",0.0,7,15,213,280,1210,1841
"('55.676154', '37.536131')",0.0,16,29,221,346,1409,2024
"('55.6773', '37.50356')",0.0,6,27,210,321,1267,1888
"('55.677837', '37.763638')",0.0,9,17,114,175,812,1561
"('55.678169', '37.580939')",0.0,9,27,198,313,1617,1971
"('55.678382', '37.599301')",0.0,11,15,169,317,1653,1932
"('55.678707', '37.634631')",0.0,5,7,137,297,1636,1768
"('55.678768', '37.578702')",0.0,11,22,206,309,1619,1974
"('55.679245', '37.685055')",0.0,9,20,81,235,1344,1865
"('55.67928', '37.542428')",0.0,14,28,214,342,1483,2014
"('55.68027', '37.515191')",0.0,4,17,207,355,1337,1942
"('55.68032', '37.45746')",0.0,4,9,110,305,995,1840
"('55.680935', '37.75373')",0.0,9,15,120,184,913,1632
"('55.681067', '37.48296')",0.0,3,13,199,262,1239,1794
"('55.681163', '37.610233')",0.0,2,10,172,337,1727,1891
"('55.681194', '37.527696')",0.0,8,32,205,367,1424,1982
"('55.681275', '37.718238')",0.0,5,10,103,224,1168,1796
"('55.681387', '37.674445')",0.0,12,14,91,236,1436,1852
"('55.682645', '37.637434')",0.0,4,9,136,300,1683,1766
"('55.682674', '37.650345')",0.0,9,12,117,266,1638,1751
"('55.682747', '37.489356')",0.0,7,12,212,264,1302,1795
"('55.683239', '37.530939')",0.0,11,24,216,366,1483,1938
"('55.683407', '37.555355')",0.0,3,23,205,342,1592,1990
"('55.6834388', '37.6950682')",0.0,8,17,79,257,1329,1913
"('55.683518', '37.530256')",0.0,11,25,216,364,1487,1933
"('55.683563', '37.67088')",0.0,9,14,102,227,1512,1838
"('55.6836471', '37.6983498')",0.0,7,15,80,262,1300,1924
"('55.68402', '37.656307')",0.0,4,22,105,261,1603,1793
"('55.684366', '37.533993')",0.0,14,22,218,359,1513,1940
"('55.6846329', '37.6990343')",0.0,7,12,84,265,1312,1919
"('55.685158', '37.68641')",0.0,7,22,84,245,1426,1892
"('55.685234', '37.921005')",0.0,6,1,37,42,208,496
"('55.685477', '37.593345')",0.0,12,21,174,345,1763,1913
"('55.686504', '37.681038')",0.0,8,18,92,238,1484,1889
"('55.686579', '37.676933')",0.0,3,21,97,232,1496,1890
"('55.6895027', '37.655056')",0.0,11,8,136,276,1699,1832
"('55.689725', '37.854746')",0.0,2,11,20,118,424,911
"('55.690258', '37.495583')",0.0,9,15,211,279,1442,1755
"('55.6907642', '37.6558984')",0.0,11,7,135,273,1713,1834
"('55.690821', '37.858824')",0.0,4,7,25,111,415,881
"('55.692851', '37.562766')",0.0,11,15,180,404,1705,1976
"('55.693957', '37.585098')",0.0,5,13,171,375,1801,1917
"('55.694435', '37.602634')",0.0,9,5,184,375,1843,1888
"('55.695246', '37.85073')",0.0,3,6,41,112,438,1010
"('55.69553', '37.56943')",0.0,6,18,171,416,1736,1986
"('55.697853', '37.944029')",0.0,6,10,32,28,156,446
"('55.698437', '37.942906')",0.0,6,12,30,30,161,445
"('55.698589', '37.825856')",0.0,4,7,80,122,561,1172
"('55.69868', '37.92679')",0.0,8,12,39,37,208,512
"('55.69899', '37.928253')",0.0,8,15,35,39,197,518
"('55.699287', '37.74525')",0.0,5,10,121,223,1058,1811
"('55.700645', '37.930508')",0.0,9,20,30,40,193,497
"('55.7008162', '37.768386')",0.0,5,18,116,188,925,1673
"('55.70108', '37.661356')",0.0,5,10,159,320,1764,1919
"('55.701775', '37.663404')",0.0,7,10,156,320,1755,1929
"('55.702296', '37.781559')",0.0,7,21,107,194,818,1606
"('55.702312', '37.640633')",0.0,10,13,176,364,1839,1937
"('55.702926', '37.67855')",0.0,4,8,143,318,1664,1936
"('55.703022', '37.81619')",0.0,6,14,84,152,632,1303
"('55.70323', '37.670753')",0.0,6,12,152,313,1712,1943
"('55.703373', '37.943616')",0.0,9,12,30,30,165,447
"('55.703976', '37.923798')",0.0,9,13,46,32,228,556
"('55.70442', '37.77749')",0.0,8,23,107,197,883,1613
"('55.704524', '37.615371')",0.0,6,18,174,436,1872,1954
"('55.706715', '37.615067')",0.0,10,15,182,439,1882,1965
"('55.707365', '37.57775')",0.0,3,10,181,487,1830,1904
"('55.707623', '37.768561')",0.0,6,23,121,185,987,1636
"('55.707745', '37.671875')",0.0,5,15,129,375,1701,1976
"('55.707841', '37.655472')",0.0,3,14,188,330,1817,1947
"('55.708785', '37.676807')",0.0,5,11,132,379,1680,1952
"('55.70927', '37.61811')",0.0,10,18,190,444,1897,1971
"('55.709424', '37.817735')",0.0,5,9,93,158,671,1249
"('55.709713', '37.679412')",0.0,6,10,134,376,1668,1951
"('55.710094', '37.65888')",0.0,3,15,184,335,1802,1961
"('55.710106', '37.679943')",0.0,6,10,130,384,1658,1955
"('55.7106908', '37.5980618')",0.0,6,16,211,462,1876,1972
"('55.712452', '37.940418')",0.0,3,7,35,27,194,482
"('55.7125233', '37.5968509')",0.0,6,17,208,463,1872,1979
"('55.71271', '37.644478')",0.0,8,11,224,375,1873,1949
"('55.713135', '37.618526')",0.0,11,18,209,449,1898,2003
"('55.713441', '37.721292')",0.0,1,9,100,328,1372,1843
"('55.7135459', '37.4365861')",0.0,8,15,168,201,1127,1770
"('55.7137', '37.621838')",0.0,10,24,207,448,1889,2023
"('55.713725', '37.520222')",0.0,8,15,143,455,1839,1635
"('55.713796', '37.483939')",0.0,11,16,209,253,1692,1560
"('55.713968', '37.405121')",0.0,8,18,88,169,830,1700
"('55.7140296', '37.4352823')",0.0,8,19,163,204,1113,1775
"('55.71482', '37.750029')",0.0,8,6,138,200,1153,1683
"('55.714883', '37.4332517')",0.0,9,23,161,200,1098,1770
"('55.714891', '37.477399')",0.0,11,13,224,236,1644,1577
"('55.71548', '37.479034')",0.0,11,14,222,233,1674,1567
"('55.715626', '37.410106')",0.0,8,21,104,168,876,1726
"('55.715839', '37.434361')",0.0,11,23,164,199,1117,1778
"('55.715961', '37.751026')",0.0,8,5,138,199,1153,1673
"('55.7164084', '37.6343347')",0.0,6,21,230,426,1880,2037
"('55.7166', '37.50902')",0.0,12,21,154,405,1802,1610
"('55.71675', '37.57678')",0.0,8,20,166,519,1902,1903
"('55.71697', '37.500816')",0.0,11,18,197,320,1799,1576
"('55.717188', '37.619522')",0.0,10,37,230,449,1904,2043
"('55.71729', '37.6213')",0.0,11,33,229,453,1902,2047
"('55.717295', '37.595097')",0.0,4,17,232,440,1947,1931
"('55.717579', '37.594225')",0.0,3,20,231,432,1956,1919
"('55.718096', '37.666072')",0.0,7,17,194,361,1788,1969
"('55.71883', '37.477623')",0.0,10,17,211,240,1670,1591
"('55.718884', '37.634678')",0.0,6,27,239,444,1872,2063
"('55.719009', '37.414993')",0.0,7,25,120,162,946,1735
"('55.7191524', '37.8311864')",0.0,8,8,80,157,592,1162
"('55.719585', '37.660656')",0.0,9,15,230,354,1828,1969
"('55.719683', '37.578343')",0.0,14,18,195,514,1938,1882
"('55.720078', '37.90309')",0.0,4,6,41,67,282,729
"('55.720184', '37.431442')",0.0,16,22,164,181,1116,1797
"('55.720717', '37.424947')",0.0,15,20,146,175,1046,1786
"('55.721077', '37.62157')",0.0,14,30,256,463,1908,2055
"('55.721483', '37.62634')",0.0,13,28,253,447,1893,2079
"('55.72177', '37.398384')",0.0,7,12,110,120,830,1668
"('55.721873', '37.573977')",0.0,19,22,191,553,1922,1880
"('55.722157', '37.584721')",0.0,11,23,206,527,1930,1932
"('55.72237', '37.611015')",0.0,17,21,272,479,1915,2011
"('55.722565', '37.612667')",0.0,17,21,275,479,1913,2021
"('55.72275', '37.895511')",0.0,3,7,33,87,313,779
"('55.723014', '37.434711')",0.0,10,23,172,181,1161,1798
"('55.723014', '37.62563')",0.0,13,33,253,477,1870,2097
"('55.72303', '37.613747')",0.0,18,20,281,476,1918,2016
"('55.7232502', '37.4704095')",0.0,12,19,192,261,1622,1627
"('55.723643', '37.780051')",0.0,8,6,155,132,1093,1440
"('55.723719', '37.452103')",0.0,11,20,172,255,1352,1777
"('55.725433', '37.432655')",0.0,9,21,168,169,1159,1789
"('55.725478', '37.743345')",0.0,15,13,113,257,1290,1663
"('55.726198', '37.766118')",0.0,7,9,140,171,1178,1511
"('55.7263761', '37.6769525')",0.0,15,20,197,354,1768,1944
"('55.72662', '37.753174')",0.0,4,18,115,233,1226,1600
"('55.72729', '37.63783')",0.0,11,25,263,487,1818,2129
"('55.7278', '37.634047')",0.0,14,28,270,493,1839,2114
"('55.728515', '37.737587')",0.0,12,13,109,270,1381,1652
"('55.728601', '37.527867')",0.0,9,17,171,474,1916,1684
"('55.72923', '37.417724')",0.0,5,21,141,137,1014,1768
"('55.729818', '37.762201')",0.0,6,10,124,203,1192,1537
"('55.730957', '37.67653')",0.0,16,22,202,364,1781,1929
"('55.730995', '37.58041')",0.0,8,33,277,536,1977,1899
"('55.731024', '37.623097')",0.0,11,41,273,562,1825,2132
"('55.7315262', '37.5863649')",0.0,11,23,308,531,1982,1927
"('55.732037', '37.622547')",0.0,11,39,278,565,1824,2133
"('55.732063', '37.419395')",0.0,7,22,147,132,1042,1775
"('55.732839', '37.461867')",0.0,13,16,163,349,1457,1791
"('55.733443', '37.671094')",0.0,17,38,213,408,1749,2008
"('55.73348', '37.632584')",0.0,18,34,288,547,1786,2171
"('55.733696', '37.620052')",0.0,16,32,307,581,1823,2141
"('55.733795', '37.614033')",0.0,14,23,330,581,1867,2116
"('55.734202', '37.618866')",0.0,15,26,317,585,1824,2151
"('55.734324', '37.5267398')",0.0,11,21,192,465,1939,1701
"('55.734653', '37.744503')",0.0,2,16,91,290,1333,1643
"('55.734805', '37.668156')",0.0,14,36,226,427,1731,2036
"('55.734897', '37.638818')",0.0,13,36,271,561,1749,2195
"('55.734973', '37.571013')",0.0,6,22,295,533,1986,1870
"('55.735084', '37.698834')",0.0,5,14,179,334,1716,1791
"('55.73554', '37.626556')",0.0,15,40,312,571,1801,2166
"('55.736047', '37.672765')",0.0,17,32,221,398,1746,1975
